primary_key,median_house_value_capped,median_house_age_grouped,total_households,bedrooms_per_household,less_than_1h_ocean,inland,island,near_bay,near_ocean,event_time
Small Canyon,159333.33333333334,10,1058.0,1.0472589792060492,0,1,0,0,0,2025-05-24T22:50:07Z
Snail,240866.66666666666,27,1942.0,1.071060762100927,1,0,0,0,0,2025-05-24T22:50:07Z
SoMa,221533.33333333334,48,2818.0,1.1866572036905607,0,0,0,1,0,2025-05-24T22:50:07Z
Somerset,200200.0,27,1684.0,1.067102137767221,1,0,0,0,0,2025-05-24T22:50:07Z
Sonsara,355600.0,20,373.0,0.9195710455764075,0,0,0,1,0,2025-05-24T22:50:07Z
Sorrento Valley,183400.0,5,3168.0,1.069760101010101,0,0,0,0,0,2025-05-24T22:50:07Z
South Arroyo,422975.5,35,3376.0,1.0382109004739337,1,0,0,0,0,2025-05-24T22:50:07Z
South Bank,226550.0,10,1746.0,1.127147766323024,0,0,0,0,1,2025-05-24T22:50:07Z
South Beach,315625.0,25,1961.0,1.212646608873024,0,0,0,1,0,2025-05-24T22:50:07Z
South Berkeley,204143.75,47,8672.0,1.0543127306273063,0,0,0,1,0,2025-05-24T22:50:07Z
South Boulevard,126133.33333333333,30,1822.0,1.0279912184412734,1,0,0,0,0,2025-05-24T22:50:07Z
South Cirby,171050.0,10,2057.0,1.0252795333009237,0,1,0,0,0,2025-05-24T22:50:07Z
South Coast Metro,209560.0,11,7542.0,1.0806152214266773,1,0,0,0,0,2025-05-24T22:50:07Z
South Fair Oaks,223033.33333333334,30,1006.0,1.125248508946322,0,0,0,0,1,2025-05-24T22:50:07Z
South Hagginwood,62850.0,30,942.0,1.186836518046709,0,1,0,0,0,2025-05-24T22:50:07Z
South Los Altos,500000.0,30,1029.0,1.0058309037900874,1,0,0,0,0,2025-05-24T22:50:07Z
South Los Angeles,119418.83427495293,36,198870.0,1.0692048885994523,1,0,0,0,0,2025-05-24T22:50:07Z
South Montebello,185815.05376344087,30,42699.0,1.0317465386670754,1,0,0,0,0,2025-05-24T22:50:07Z
South Oak Park,65400.0,30,556.0,1.0575539568345325,0,1,0,0,0,2025-05-24T22:50:07Z
South Oceanside,283475.25,20,2127.0,1.1259990597085097,0,0,0,0,1,2025-05-24T22:50:07Z
South Park,139444.44444444444,28,4862.0,1.0588235294117647,0,0,0,0,1,2025-05-24T22:50:07Z
South Redlands,166916.66666666666,24,7612.0,1.0356016815554387,0,1,0,0,0,2025-05-24T22:50:07Z
South Redondo,409089.05555555556,24,11592.0,1.0694444444444444,1,0,0,0,0,2025-05-24T22:50:07Z
South San Jose,199954.83870967742,16,18975.0,1.0414229249011857,1,0,0,0,0,2025-05-24T22:50:07Z
South San Lauren,132200.0,10,1030.0,1.0097087378640777,0,1,0,0,0,2025-05-24T22:50:07Z
South San Mateo,319636.36363636365,31,6394.0,1.0570847669690335,0,0,0,0,1,2025-05-24T22:50:07Z
South Sundale,222950.0,20,1179.0,1.0763358778625953,1,0,0,0,0,2025-05-24T22:50:07Z
South Winds,192000.0,20,1318.0,1.0364188163884673,0,0,0,0,1,2025-05-24T22:50:07Z
South Wrigley,186050.0,40,4451.0,1.0521231184003594,0,0,0,0,1,2025-05-24T22:50:07Z
South of Conant,226733.33333333334,37,1535.0,1.0123778501628664,1,0,0,0,0,2025-05-24T22:50:07Z
South of Seminary - Vintage Oaks,500000.0,40,282.0,1.177304964539007,0,0,0,1,0,2025-05-24T22:50:07Z
Southcrest,89500.0,30,1418.0,1.0211565585331452,0,0,0,0,1,2025-05-24T22:50:07Z
Southeast Anaheim,206441.66666666666,22,5045.0,1.0680624380574826,1,0,0,0,0,2025-05-24T22:50:07Z
Southeast Carmel,472867.0,40,1028.0,1.495136186770428,0,0,0,0,1,2025-05-24T22:50:07Z
Southeast Growth Area,154700.0,20,613.0,1.0016313213703099,0,1,0,0,0,2025-05-24T22:50:07Z
Southeast Torrance,350450.0,22,1845.0,1.0455284552845527,1,0,0,0,0,2025-05-24T22:50:07Z
Southeastern Sacramento,107869.23076923077,30,30887.0,1.0418375139740876,0,1,0,0,0,2025-05-24T22:50:07Z
Southern Pacific / Richards,76250.0,30,209.0,0.9617224880382775,0,1,0,0,0,2025-05-24T22:50:07Z
Southgate,103069.23076923077,30,3759.0,1.0625166267624369,0,1,0,0,0,2025-05-24T22:50:07Z
Southridge Village,147275.0,0,4155.0,1.154993983152828,0,1,0,0,0,2025-05-24T22:50:07Z
Southside Park,84900.0,30,997.0,1.127382146439318,0,1,0,0,0,2025-05-24T22:50:07Z
Southwest Anaheim,211371.42857142858,23,22538.0,1.0818173750998314,1,0,0,0,0,2025-05-24T22:50:07Z
Southwest Annex,119600.0,30,555.0,1.1657657657657658,0,0,0,1,0,2025-05-24T22:50:07Z
Southwest Berkeley,129677.77777777778,46,2941.0,1.0533832029921795,0,0,0,1,0,2025-05-24T22:50:07Z
Southwest Industrial Park,176100.0,23,858.0,1.1655011655011656,0,1,0,0,0,2025-05-24T22:50:07Z
Southwest Santa Rosa,147845.45454545456,23,5663.0,1.0333745364647713,1,0,0,0,0,2025-05-24T22:50:07Z
Southwestern Sacramento,150150.0,24,40348.0,1.0443640329136512,0,1,0,0,0,2025-05-24T22:50:07Z
Southwood,350150.0,30,1220.0,1.0172131147540984,1,0,0,0,0,2025-05-24T22:50:07Z
Southwood Riviera,365166.6666666667,23,2741.0,1.0302809193724918,1,0,0,0,0,2025-05-24T22:50:07Z
Southwood Sunray,417800.0,20,939.0,0.9946751863684771,1,0,0,0,0,2025-05-24T22:50:07Z
Spanos Park,244700.0,10,90.0,1.0222222222222221,0,1,0,0,0,2025-05-24T22:50:07Z
Sparr Heights,312100.0,45,591.0,0.9712351945854484,1,0,0,0,0,2025-05-24T22:50:07Z
Spice Tract,76750.0,10,1806.0,1.0022148394241417,0,1,0,0,0,2025-05-24T22:50:07Z
Springtown,196300.0,10,3192.0,1.0241228070175439,0,1,0,0,0,2025-05-24T22:50:07Z
St Thomas Heights,111400.0,0,1283.0,1.0413094310210445,0,1,0,0,0,2025-05-24T22:50:07Z
St. Francis,296650.0,20,2774.0,1.035688536409517,0,0,0,0,1,2025-05-24T22:50:07Z
St. Leo's,242533.33333333334,40,1070.0,1.0467289719626167,1,0,0,0,0,2025-05-24T22:50:07Z
Stadium West,69900.0,30,574.0,0.9512195121951219,0,1,0,0,0,2025-05-24T22:50:07Z
Stanford Hills,122900.0,0,411.0,1.0535279805352797,0,1,0,0,0,2025-05-24T22:50:07Z
Stanley,323300.0,30,1009.0,1.0346878097125867,0,0,0,1,0,2025-05-24T22:50:07Z
Stanton Gardens,135800.0,10,397.0,1.0453400503778338,0,1,0,0,0,2025-05-24T22:50:07Z
Staumbaugh Heller,239750.0,35,1282.0,1.0663026521060843,0,0,0,0,1,2025-05-24T22:50:07Z
Stockdale Country Club,224100.0,10,265.0,0.9660377358490566,0,1,0,0,0,2025-05-24T22:50:07Z
Stockton,86585.71428571429,31,1796.0,1.0634743875278396,0,0,0,0,1,2025-05-24T22:50:07Z
Stonewood,146400.0,10,576.0,0.9809027777777778,0,1,0,0,0,2025-05-24T22:50:07Z
Stratford Gardens,389650.0,15,1084.0,1.0590405904059041,1,0,0,0,0,2025-05-24T22:50:07Z
Stratford Square,229557.14285714287,31,1848.0,1.0167748917748918,1,0,0,0,0,2025-05-24T22:50:07Z
Studio City,398080.1,28,13136.0,1.0565621193666261,1,0,0,0,0,2025-05-24T22:50:07Z
Studio Village,332875.0,28,1233.0,1.0681265206812651,1,0,0,0,0,2025-05-24T22:50:07Z
Suburban Park–Lorelei Manor–Flood Park Triangle,252150.0,35,1266.0,1.018167456556082,0,0,0,1,0,2025-05-24T22:50:07Z
Sugarloaf,388875.0,28,4913.0,1.0154691634439243,0,0,0,0,1,2025-05-24T22:50:07Z
Sulphur Creek Hill,105000.0,10,1072.0,1.0569029850746268,0,1,0,0,0,2025-05-24T22:50:07Z
Summerview,163850.0,15,1119.0,0.9964253798033958,0,0,0,0,1,2025-05-24T22:50:07Z
Sun City,101425.0,10,7811.0,1.1144539751632314,1,0,0,0,0,2025-05-24T22:50:07Z
Sun Valley,183988.46153846153,28,10631.0,1.0487254256419904,1,0,0,0,0,2025-05-24T22:50:07Z
Suncountry,116000.0,10,1882.0,1.0584484590860785,0,1,0,0,0,2025-05-24T22:50:07Z
Sundale,228450.0,15,2920.0,1.0164383561643835,1,0,0,0,0,2025-05-24T22:50:07Z
Sunkist Park,310500.0,30,800.0,1.04125,1,0,0,0,0,2025-05-24T22:50:07Z
Sunland-Tujunga,207181.81818181818,29,5125.0,1.0485853658536586,1,0,0,0,0,2025-05-24T22:50:07Z
Sunnydale,215300.0,40,478.0,1.0230125523012552,0,0,0,1,0,2025-05-24T22:50:07Z
Sunnyslope,130300.0,15,1307.0,1.1109410864575364,0,1,0,0,0,2025-05-24T22:50:07Z
Sunnyvale West,353165.0,22,12357.0,1.041838633972647,1,0,0,0,0,2025-05-24T22:50:07Z
Sunrise Acres,142900.0,10,652.0,1.021472392638037,0,1,0,0,0,2025-05-24T22:50:07Z
Sunrise Antelope,91600.0,15,983.0,1.0773143438453714,0,1,0,0,0,2025-05-24T22:50:07Z
Sunrise Estates,145300.0,10,590.0,0.9932203389830508,0,1,0,0,0,2025-05-24T22:50:07Z
Sunrise Haven,91466.66666666667,13,1479.0,1.4241717376605814,0,1,0,0,0,2025-05-24T22:50:07Z
Sunrise Pines,108700.0,10,192.0,0.96875,0,1,0,0,0,2025-05-24T22:50:07Z
Sunrise Ranch,145600.0,10,568.0,1.051056338028169,0,1,0,0,0,2025-05-24T22:50:07Z
Sunrise Villas,134250.0,10,3036.0,1.0886034255599473,0,1,0,0,0,2025-05-24T22:50:07Z
Sunrise Willowood,130600.0,0,3086.0,1.0991574854180168,0,1,0,0,0,2025-05-24T22:50:07Z
Sunrise Woods,205850.0,10,319.0,0.9811912225705329,0,1,0,0,0,2025-05-24T22:50:07Z
Sunset Beach,456425.5,18,1027.0,1.181110029211295,0,0,0,0,1,2025-05-24T22:50:07Z
Sunset Cliffs,383666.6666666667,30,896.0,0.9799107142857143,0,0,0,0,1,2025-05-24T22:50:07Z
Sunset Park,419410.1,36,9454.0,1.0542627459276497,1,0,0,0,0,2025-05-24T22:50:07Z
Sunset Terrace,138900.0,20,979.0,0.992849846782431,0,1,0,0,0,2025-05-24T22:50:07Z
Sunview Place,90400.0,20,355.0,1.0394366197183098,0,1,0,0,0,2025-05-24T22:50:07Z
Sunwood Central,205033.33333333334,23,1069.0,1.0898035547240412,1,0,0,0,0,2025-05-24T22:50:07Z
Sycamore Canyon / Canyon Springs,135700.0,10,219.0,0.9680365296803652,0,1,0,0,0,2025-05-24T22:50:07Z
Sylmar,184624.24242424243,20,21152.0,1.024283616623654,1,0,0,0,0,2025-05-24T22:50:07Z
Sylvia Park,500000.0,40,131.0,1.0687022900763359,1,0,0,0,0,2025-05-24T22:50:07Z
Tahquitz River Estates,161750.0,25,2174.0,1.3482060717571298,0,1,0,0,0,2025-05-24T22:50:07Z
Tallac Village,82300.0,30,716.0,1.005586592178771,0,1,0,0,0,2025-05-24T22:50:07Z
Talmadge,169855.55555555556,31,3894.0,1.0724191063174113,0,0,0,0,1,2025-05-24T22:50:07Z
Tarzana,368071.71428571426,23,9892.0,1.0451880307319046,1,0,0,0,0,2025-05-24T22:50:07Z
Temescal,168857.14285714287,50,2627.0,1.076513132851161,0,0,0,1,0,2025-05-24T22:50:07Z
Tennyson - Alquire,172820.0,25,4233.0,1.029293645168911,0,0,0,1,0,2025-05-24T22:50:07Z
Terra Nova,225600.0,0,514.0,1.0544747081712063,0,0,0,0,1,2025-05-24T22:50:07Z
Terrace,94266.66666666667,20,3182.0,1.068196103079824,0,1,0,0,0,2025-05-24T22:50:07Z
The Bluffs,145000.0,0,1045.0,1.1492822966507177,0,1,0,0,0,2025-05-24T22:50:07Z
The Castro,400943.0,50,3985.0,1.0486825595984943,0,0,0,1,0,2025-05-24T22:50:07Z
The Flats,500000.0,45,1883.0,1.0674455655868296,1,0,0,0,0,2025-05-24T22:50:07Z
The Oaks,335150.5,0,2129.0,1.1705025833724754,0,0,0,0,0,2025-05-24T22:50:07Z
The Villages,264533.3333333333,7,1885.0,1.0360742705570292,1,0,0,0,0,2025-05-24T22:50:07Z
The Willows,419367.0,37,2991.0,1.0133734536944166,0,0,0,1,0,2025-05-24T22:50:07Z
Thorton Park,234000.0,17,1255.0,1.0270916334661355,1,0,0,0,0,2025-05-24T22:50:07Z
Tierrasanta,250416.66666666666,8,4436.0,1.1221821460775474,1,0,0,0,0,2025-05-24T22:50:07Z
Tijuana River Valley,126600.0,0,2031.0,1.0620384047267355,0,0,0,0,1,2025-05-24T22:50:07Z
Timberlane,125100.0,15,1182.0,1.0076142131979695,0,1,0,0,0,2025-05-24T22:50:07Z
Toluca Lake,466525.75,38,2099.0,1.0719390185802764,1,0,0,0,0,2025-05-24T22:50:07Z
Tower District,62277.77777777778,47,3753.0,1.0511590727418065,0,1,0,0,0,2025-05-24T22:50:07Z
Towncenter,131100.0,30,300.0,1.0666666666666667,0,1,0,0,0,2025-05-24T22:50:07Z
Townsite,212333.33333333334,20,4120.0,1.1674757281553398,0,0,0,0,1,2025-05-24T22:50:07Z
Traffic Circle Area,212433.33333333334,33,1463.0,1.0731373889268625,0,0,0,0,1,2025-05-24T22:50:07Z
Travis Air Force Base,81300.0,30,2152.0,1.0343866171003717,0,1,0,0,0,2025-05-24T22:50:07Z
Treasure Island,250000.0,20,962.0,1.0862785862785862,0,0,0,1,0,2025-05-24T22:50:07Z
Trestle Glen,311950.0,50,2863.0,1.0377226685295144,0,0,0,1,0,2025-05-24T22:50:07Z
Tri-City,151600.0,10,1162.0,1.0611015490533562,0,0,0,0,1,2025-05-24T22:50:07Z
Trinity Woods Condos,95600.0,10,497.0,1.0845070422535212,0,1,0,0,0,2025-05-24T22:50:07Z
Tropico,214666.66666666666,27,1524.0,1.0859580052493438,1,0,0,0,0,2025-05-24T22:50:07Z
Trousdale Estates,500000.0,20,520.0,0.9807692307692307,1,0,0,0,0,2025-05-24T22:50:07Z
Tujunga,221286.36363636365,28,9804.0,1.0339414427541722,1,0,0,0,0,2025-05-24T22:50:07Z
Turtle Rock,444233.6666666667,7,2443.0,1.0065493246009005,1,0,0,0,0,2025-05-24T22:50:07Z
Tustin Legacy,162500.0,0,978.0,1.0143149284253579,1,0,0,0,0,2025-05-24T22:50:07Z
Twin Peaks,328333.3333333333,30,1020.0,1.018627450980392,0,0,0,1,0,2025-05-24T22:50:07Z
Twinview,94200.0,10,843.0,1.0510083036773428,0,1,0,0,0,2025-05-24T22:50:07Z
University,140440.0,20,6428.0,1.0679838207840697,0,1,0,0,0,2025-05-24T22:50:07Z
University City,246466.66666666666,12,14177.0,1.0700430274388093,0,0,0,0,1,2025-05-24T22:50:07Z
University Heights,256216.83333333334,30,7009.0,1.0564987872735054,0,0,0,0,1,2025-05-24T22:50:07Z
University Park,309480.0,14,2174.0,1.0427782888684454,1,0,0,0,0,2025-05-24T22:50:07Z
University Park Estates,367300.0,10,1712.0,1.078855140186916,0,0,0,0,1,2025-05-24T22:50:07Z
University Research Park,500000.0,0,714.0,1.0742296918767507,1,0,0,0,0,2025-05-24T22:50:07Z
University Town Center,218950.0,0,633.0,1.0932069510268563,1,0,0,0,0,2025-05-24T22:50:07Z
Upper B Street,218100.0,30,431.0,0.988399071925754,0,0,0,1,0,2025-05-24T22:50:07Z
Upper Bal,184450.0,40,616.0,1.0340909090909092,0,0,0,1,0,2025-05-24T22:50:07Z
Upper Dimond,210710.0,40,4369.0,1.0556191348134585,0,0,0,1,0,2025-05-24T22:50:07Z
Upper East,330933.3333333333,30,1227.0,1.0798696006519968,1,0,0,0,0,2025-05-24T22:50:07Z
Upper Rockridge,377557.28571428574,46,2500.0,1.004,0,0,0,1,0,2025-05-24T22:50:07Z
Upper Telegraph,179306.25,48,6564.0,1.060938452163315,0,0,0,1,0,2025-05-24T22:50:07Z
Upper Westside,155950.0,37,2819.0,1.0241220290883293,0,0,0,0,1,2025-05-24T22:50:07Z
Valencia,196150.0,5,2274.0,1.0835532102022867,0,1,0,0,0,2025-05-24T22:50:07Z
Valencia Park,105140.0,24,2032.0,1.046259842519685,0,0,0,0,1,2025-05-24T22:50:07Z
Valhalla,115900.0,35,742.0,1.0161725067385445,0,1,0,0,0,2025-05-24T22:50:07Z
Vallemar,279300.0,30,834.0,1.0035971223021583,0,0,0,0,1,2025-05-24T22:50:07Z
Valley Adams,159100.0,30,658.0,1.0319148936170213,1,0,0,0,0,2025-05-24T22:50:07Z
Valley College,73500.0,30,449.0,1.086859688195991,0,1,0,0,0,2025-05-24T22:50:07Z
Valley Hi / North Laguna,100450.0,10,4110.0,1.053771289537713,0,1,0,0,0,2025-05-24T22:50:07Z
Valley Oak,108511.76470588235,9,7844.0,1.0631055583885773,0,1,0,0,0,2025-05-24T22:50:07Z
Valley View,78133.33333333333,27,501.0,1.1457085828343314,0,1,0,0,0,2025-05-24T22:50:07Z
Valley View - Reed,240900.0,20,221.0,1.158371040723982,1,0,0,0,0,2025-05-24T22:50:07Z
Valmonte,500000.0,30,768.0,1.0013020833333333,0,0,0,0,1,2025-05-24T22:50:07Z
Van Nuys,233818.3908045977,24,53675.0,1.076523314185168,1,0,0,0,0,2025-05-24T22:50:07Z
Venice,362555.175,34,17185.0,1.0963631073610707,1,0,0,0,0,2025-05-24T22:50:07Z
Ventura,314100.0,30,995.0,1.050251256281407,0,0,0,1,0,2025-05-24T22:50:07Z
Verdemont,133200.0,0,1519.0,1.0566161948650428,0,1,0,0,0,2025-05-24T22:50:07Z
Verdugo Viejo,248120.0,14,4196.0,1.0612488083889418,1,0,0,0,0,2025-05-24T22:50:07Z
Verdugo Woodlands,404828.5714285714,34,3451.0,1.0987539843523617,1,0,0,0,0,2025-05-24T22:50:07Z
Via Marina,236200.0,10,1669.0,1.0071899340922708,0,0,0,0,1,2025-05-24T22:50:07Z
Victoria,187200.0,24,1749.0,1.0320182961692395,0,1,0,0,0,2025-05-24T22:50:07Z
View Park,337271.4285714286,36,2975.0,1.0221848739495798,1,0,0,0,0,2025-05-24T22:50:07Z
Villa Capri,196600.0,20,614.0,1.0488599348534202,0,0,0,0,1,2025-05-24T22:50:07Z
Village Homes,204300.0,10,2138.0,1.0224508886810102,0,1,0,0,0,2025-05-24T22:50:07Z
Vinci South,256066.66666666666,10,1233.0,1.0608272506082725,1,0,0,0,0,2025-05-24T22:50:07Z
Vineyard,176253.84615384616,15,8782.0,1.060806194488727,1,0,0,0,0,2025-05-24T22:50:07Z
Vineyards - Avalon,500000.0,0,591.0,0.9763113367174281,1,0,0,0,0,2025-05-24T22:50:07Z
Vinton,82500.0,10,140.0,1.0785714285714285,0,1,0,0,0,2025-05-24T22:50:07Z
Visitacion Valley,221400.0,36,5480.0,1.0786496350364962,0,0,0,1,0,2025-05-24T22:50:07Z
W & K Colony,145900.0,0,2140.0,1.0663551401869158,0,1,0,0,0,2025-05-24T22:50:07Z
Walnut,248000.0,8,2160.0,1.0226851851851853,1,0,0,0,0,2025-05-24T22:50:07Z
Walnut Grove Estates,141800.0,10,361.0,0.8670360110803325,0,1,0,0,0,2025-05-24T22:50:07Z
Walnut Knolls,349100.0,30,346.0,0.930635838150289,0,0,0,1,0,2025-05-24T22:50:07Z
Walnut Valley,200490.9090909091,29,16355.0,1.0237779815890486,1,0,0,0,0,2025-05-24T22:50:07Z
Walteria,405850.5,20,1361.0,1.0293901542983102,1,0,0,0,0,2025-05-24T22:50:07Z
Warm Springs,264933.3333333333,13,2849.0,1.0558090558090558,1,0,0,0,0,2025-05-24T22:50:07Z
Warner Bros. Studios,473700.0,25,1039.0,1.0904716073147256,1,0,0,0,0,2025-05-24T22:50:07Z
Warner Center,296000.0,30,329.0,1.0911854103343466,1,0,0,0,0,2025-05-24T22:50:07Z
Washington,193000.0,13,1280.0,1.14140625,1,0,0,0,0,2025-05-24T22:50:07Z
Washington - Guadalupe,180733.33333333334,37,674.0,1.1157270029673592,1,0,0,0,0,2025-05-24T22:50:07Z
Washington Culver,272400.0,23,2504.0,1.0658945686900958,1,0,0,0,0,2025-05-24T22:50:07Z
Washington Manor - Bonaire,193915.38461538462,30,4251.0,0.995059985885674,0,0,0,1,0,2025-05-24T22:50:07Z
Washington Square,220400.0,20,1102.0,1.044464609800363,1,0,0,0,0,2025-05-24T22:50:07Z
Waterfront,162500.0,20,385.0,1.018181818181818,0,0,0,0,1,2025-05-24T22:50:07Z
Waverly Park,465500.0,25,1169.0,0.9700598802395209,0,0,0,1,0,2025-05-24T22:50:07Z
Wentworth Holland,105150.0,38,1845.0,1.0905149051490515,0,0,0,1,0,2025-05-24T22:50:07Z
West Alameda,251019.04761904763,40,10125.0,0.9735671453766692,0,0,0,1,0,2025-05-24T22:50:07Z
West Anaheim,180950.0,30,1161.0,0.9913867355727821,1,0,0,0,0,2025-05-24T22:50:07Z
West Atherton,500000.0,38,916.0,1.01528384279476,0,0,0,0,1,2025-05-24T22:50:07Z
West End,191700.0,0,1296.0,1.3904320987654322,0,1,0,0,0,2025-05-24T22:50:07Z
West End Neighborhood Association,135700.0,47,517.0,0.9845261121856866,1,0,0,0,0,2025-05-24T22:50:07Z
West Garden Grove,232523.07692307694,20,7313.0,1.0195542185149733,1,0,0,0,0,2025-05-24T22:50:07Z
West Gateway,142733.33333333334,35,2814.0,1.1517412935323383,0,0,0,0,1,2025-05-24T22:50:07Z
West Grand Oaks,127500.0,10,782.0,0.989769820971867,0,1,0,0,0,2025-05-24T22:50:07Z
West Hills,318271.5714285714,19,7745.0,1.0382182052937379,1,0,0,0,0,2025-05-24T22:50:07Z
West Hollywood West,425425.0,35,3044.0,1.0732588699080157,1,0,0,0,0,2025-05-24T22:50:07Z
West Junior College,166250.0,35,665.0,1.025563909774436,1,0,0,0,0,2025-05-24T22:50:07Z
West Los Angeles,387746.60714285716,26,19449.0,1.0892590878708417,1,0,0,0,0,2025-05-24T22:50:07Z
West Park Community,86940.0,22,2642.0,1.0632096896290688,0,1,0,0,0,2025-05-24T22:50:07Z
West Porterville,72100.0,11,4369.0,1.0357061112382697,0,1,0,0,0,2025-05-24T22:50:07Z
West Redlands,137500.0,0,664.0,1.1506024096385543,0,1,0,0,0,2025-05-24T22:50:07Z
West San Jose,344100.0,30,481.0,1.0,1,0,0,0,0,2025-05-24T22:50:07Z
West Saticoy,225950.0,20,1140.0,1.012280701754386,0,0,0,0,1,2025-05-24T22:50:07Z
West Side,84455.55555555556,12,7552.0,1.0724311440677967,0,1,0,0,0,2025-05-24T22:50:07Z
West Torrance,366040.0,26,2411.0,1.0016590626296142,1,0,0,0,0,2025-05-24T22:50:07Z
West Valley,302725.641025641,21,27471.0,1.0381638819118344,1,0,0,0,0,2025-05-24T22:50:07Z
West Village,143500.0,30,272.0,0.9411764705882353,0,0,0,0,1,2025-05-24T22:50:07Z
West of Twin Peaks,422933.6666666667,48,5454.0,1.0192519251925192,0,0,0,1,0,2025-05-24T22:50:07Z
West of the Alameda,500000.0,30,484.0,1.0351239669421488,0,0,0,0,1,2025-05-24T22:50:07Z
Westborough,308620.0,14,4111.0,1.0226222330333252,0,0,0,0,1,2025-05-24T22:50:07Z
Westchester,345690.65625,34,12884.0,1.0630239056193729,1,0,0,0,0,2025-05-24T22:50:07Z
Westdale Classics,146200.0,10,671.0,1.0625931445603576,0,1,0,0,0,2025-05-24T22:50:07Z
Western Acres,94400.0,10,463.0,1.1533477321814254,0,1,0,0,0,2025-05-24T22:50:07Z
Western Addition,308330.0,33,11139.0,1.0992010054762547,0,0,0,1,0,2025-05-24T22:50:07Z
Western Hills,411200.0,30,550.0,1.018181818181818,0,0,0,0,1,2025-05-24T22:50:07Z
Western Malibu,500000.0,20,509.0,1.1355599214145382,0,0,0,0,1,2025-05-24T22:50:07Z
Westlake,221672.72727272726,28,35052.0,1.048657022965658,1,0,0,0,0,2025-05-24T22:50:07Z
Westmont,299766.6666666667,17,956.0,1.0,1,0,0,0,0,2025-05-24T22:50:07Z
Weston Ranch,125000.0,30,38.0,1.1578947368421053,0,1,0,0,0,2025-05-24T22:50:07Z
Westpark,337340.0,0,3034.0,1.074489123269611,1,0,0,0,0,2025-05-24T22:50:07Z
Westside,172146.66666666666,35,4858.0,1.031700288184438,0,0,0,0,1,2025-05-24T22:50:07Z
Westside Costa Mesa,224346.15384615384,19,6842.0,1.048962291727565,1,0,0,0,0,2025-05-24T22:50:07Z
Westview,227400.0,30,668.0,0.9970059880239521,0,0,0,0,1,2025-05-24T22:50:07Z
Westwood,440657.8214285714,23,18674.0,1.1242904573203385,1,0,0,0,0,2025-05-24T22:50:07Z
Whisman Station,207500.0,20,278.0,1.0575539568345325,0,0,0,1,0,2025-05-24T22:50:07Z
Whitman - Wocine,161800.0,30,740.0,1.0675675675675675,0,0,0,1,0,2025-05-24T22:50:07Z
Whitney Oaks,217300.0,0,1582.0,1.038558786346397,0,1,0,0,0,2025-05-24T22:50:07Z
Wilder,399700.0,30,617.0,1.0307941653160453,0,0,0,1,0,2025-05-24T22:50:07Z
Wildwood Park,104500.0,20,1303.0,1.1442824251726784,0,1,0,0,0,2025-05-24T22:50:07Z
Wilhaggin East,344000.0,20,419.0,0.9689737470167065,0,1,0,0,0,2025-05-24T22:50:07Z
Willard,247300.0,15,1918.0,1.0662148070907196,1,0,0,0,0,2025-05-24T22:50:07Z
Willmore,168766.66666666666,43,1816.0,1.123898678414097,0,0,0,0,1,2025-05-24T22:50:07Z
Willow Creek,178800.0,0,1616.0,1.1837871287128714,0,1,0,0,0,2025-05-24T22:50:07Z
Willow Creek Estates,189600.0,0,1494.0,1.038152610441767,0,1,0,0,0,2025-05-24T22:50:07Z
Willow Glen,299368.1818181818,29,21812.0,1.0246058455301075,1,0,0,0,0,2025-05-24T22:50:07Z
Willowbank,226500.0,10,1115.0,1.0385650224215246,0,1,0,0,0,2025-05-24T22:50:07Z
Wilmington,169215.625,28,12100.0,1.0577685950413223,0,0,0,0,0,2025-05-24T22:50:07Z
Wilshire Center,372655.6666666667,30,7212.0,1.0748752079866888,1,0,0,0,0,2025-05-24T22:50:07Z
Wilshire Montana,412700.0,27,6954.0,1.057952257693414,1,0,0,0,0,2025-05-24T22:50:07Z
Wilshire Square,177000.0,40,499.0,0.9295514105133345,1,0,0,0,0,2025-05-24T22:50:07Z
Wilson,115333.33333333333,33,1015.0,1.0453201970443349,0,1,0,0,0,2025-05-24T22:50:07Z
Windsor Hills,210108.33333333334,38,4158.0,1.0606060606060606,1,0,0,0,0,2025-05-24T22:50:07Z
Windsor Village,179900.0,20,509.0,1.005893909626719,1,0,0,0,0,2025-05-24T22:50:07Z
Windsor Village North,172850.0,15,1166.0,1.0111492281303602,1,0,0,0,0,2025-05-24T22:50:07Z
Winnetka,235325.0,22,7831.0,1.0523560209424083,1,0,0,0,0,2025-05-24T22:50:07Z
Wonder Valley,41000.0,30,423.0,2.971631205673759,0,1,0,0,0,2025-05-24T22:50:07Z
Wood Leaf Village,129600.0,0,2832.0,1.0519067796610169,0,1,0,0,0,2025-05-24T22:50:07Z
Wood Streets,139775.0,35,1738.0,1.0937859608745684,0,1,0,0,0,2025-05-24T22:50:07Z
Woodbridge,291957.1785714286,6,10487.0,1.0359492705254125,1,0,0,0,0,2025-05-24T22:50:07Z
Woodbridge Ranch,170500.0,10,675.0,1.0577777777777777,0,1,0,0,0,2025-05-24T22:50:07Z
Woodbury,295266.6666666667,23,1535.0,1.047557003257329,1,0,0,0,0,2025-05-24T22:50:07Z
Wooded Area,421100.0,30,658.0,1.0303951367781155,0,0,0,0,1,2025-05-24T22:50:07Z
Woodland,82000.0,20,832.0,1.2223557692307692,0,0,0,1,0,2025-05-24T22:50:07Z
